"date" "lat_pm" "long_pm" "pm" "lat_aot" "long_aot" "aot"
2009-12-12 21.392833 -157.969126 6.4 21.3 -158 0.0805691331624985
2009-12-14 21.392833 -157.969126 7.6 21.3 -158 0.0805691331624985
2009-12-22 21.392833 -157.969126 4.2 21.3 -158 0.0179428309202194
2009-12-23 21.392833 -157.969126 4.7 21.3 -158 -0.0294500589370728
2009-12-24 21.392833 -157.969126 4.7 21.3 -158 -0.191939979791641
2009-12-27 21.392833 -157.969126 9 21.3 -158 0.0618699043989182
2000-03-04 21.323745 -158.088613 4.6 21.3 -158 0.119902029633522
2006-01-04 21.323745 -158.088613 4 21.3 -158 0.0999131947755814
2006-01-29 21.323745 -158.088613 3.8 21.3 -158 0.00150038301944733
2006-02-04 21.323745 -158.088613 3.8 21.3 -158 0.172695115208626
2006-02-22 21.323745 -158.088613 4 21.3 -158 0.119902029633522
2006-04-17 21.323745 -158.088613 5 21.3 -158 0.140535667538643
2006-05-14 21.323745 -158.088613 4.3 21.3 -158 0.151094272732735
2006-05-20 21.323745 -158.088613 2.9 21.3 -158 0.341955482959747
2006-05-26 21.323745 -158.088613 5.3 21.3 -158 -0.0509703159332275
2006-06-13 21.323745 -158.088613 5 21.3 -158 0.109827026724815
2006-08-03 21.323745 -158.088613 2.8 21.3 -158 0.396118760108948
2006-09-11 21.323745 -158.088613 2.4 21.3 -158 0.0901605635881424
2006-10-29 21.323745 -158.088613 2.5 21.3 -158 0.119902029633522
2006-11-28 21.323745 -158.088613 4.1 21.3 -158 0.151094272732735
2007-01-15 21.323745 -158.088613 3.9 21.3 -158 0.119902029633522
2007-01-18 21.323745 -158.088613 2.6 21.3 -158 0.0999131947755814
2007-01-27 21.323745 -158.088613 8.2 21.3 -158 0.109827026724815
2007-02-05 21.323745 -158.088613 6.1 21.3 -158 0.206305339932442
2007-02-14 21.323745 -158.088613 4.9 21.3 -158 0.0999131947755814
2007-03-07 21.323745 -158.088613 7.7 21.3 -158 -0.0142972469329834
2007-04-15 21.323745 -158.088613 5.6 21.3 -158 0.396118760108948
